,date,title,rank,rank_last_week,weeks_on_list,description,publisher,author
711,2018-11-30,DARK SACRED NIGHT,7,4,3,"Detective Renée Ballard teams up with the retired detective Harry Bosch, who is working on a cold case.","Little, Brown",Michael Connelly
712,2018-11-30,ELEVATION,8,6,3,A man who is losing weight without getting thinner forms an unlikely alliance with his neighbors who are dealing with prejudices.,Scribner,Stephen King
713,2018-11-30,THE NEXT PERSON YOU MEET IN HEAVEN,9,7,6,"The sequel to ""The Five People You Meet in Heaven"" follows Annie on her heavenly journey.",Harper,Mitch Albom
714,2018-11-30,WHERE THE CRAWDADS SING,10,14,11,A woman who survived alone in the marsh becomes a murder suspect.,Putnam,Delia Owens
715,2018-11-30,UNSHELTERED,11,8,5,"Intertwined stories of two families who live in different centuries on the same street corner in Vineland, N.J.",Harper,Barbara Kingsolver
716,2018-11-30,A SPARK OF LIGHT,12,13,7,"The lives of patients, doctors and activists intersect when a gunman holds them all hostage in a woman's health center in Mississippi.",Ballantine,Jodi Picoult
717,2018-11-30,SEA OF GREED,13,10,2,The 16th book in the NUMA Files series.,Putnam,Clive Cussler and Graham Brown
718,2018-11-30,YOU DON'T OWN ME,14,11,2,A television producer investigates the murder of a physician and whether it was his wife who killed him.,Simon & Schuster,Mary Higgins Clark and Alafair Burke
719,2018-11-30,THE NOEL STRANGER,15,9,2,A newly divorced woman develops a friendship with the owner of a Christmas tree lot.,Simon & Schuster,Richard Paul Evans
720,2018-11-23,PAST TENSE,1,0,1,Jack Reacher explores the New England town where his father was born and a Canadian couple now find themselves stranded.,Delacorte,Lee Child
721,2018-11-23,NINE PERFECT STRANGERS,2,0,1,A romance writer becomes fascinated by the owner and director of a health resort.,Flatiron,Liane Moriarty
722,2018-11-23,THE RECKONING,3,2,3,A decorated World War II veteran shoots and kills a pastor inside a Mississippi church.,Doubleday,John Grisham
723,2018-11-23,DARK SACRED NIGHT,4,3,2,"Detective Renée Ballard teams up with the retired detective Harry Bosch, who is working on a cold case.","Little, Brown",Michael Connelly
724,2018-11-23,EVERY BREATH,5,4,4,Difficult choices surface when Hope Anderson and Tru Walls meet in a North Carolina seaside town.,Grand Central,Nicholas Sparks
725,2018-11-23,ELEVATION,6,1,2,A man who is losing weight without getting thinner forms an unlikely alliance with his neighbors who are dealing with prejudices.,Scribner,Stephen King
726,2018-11-23,THE NEXT PERSON YOU MEET IN HEAVEN,7,6,5,"The sequel to ""The Five People You Meet in Heaven"" follows Annie on her heavenly journey.",Harper,Mitch Albom
727,2018-11-23,UNSHELTERED,8,5,4,"Intertwined stories of two families who live in different centuries on the same street corner in Vineland, N.J.",Harper,Barbara Kingsolver
728,2018-11-23,THE NOEL STRANGER,9,0,1,A newly divorced woman develops a friendship with the owner of a Christmas tree lot.,Simon & Schuster,Richard Paul Evans
729,2018-11-23,SEA OF GREED,10,0,1,The 16th book in the NUMA Files series.,Putnam,Clive Cussler and Graham Brown
730,2018-11-23,YOU DON'T OWN ME,11,0,1,A television producer investigates the murder of a physician and whether it was his wife who killed him.,Simon & Schuster,Mary Higgins Clark and Alafair Burke
731,2018-11-23,THE COLORS OF ALL THE CATTLE,12,0,1,The 19th book in the No. 1 Ladies’ Detective Agency series.,Pantheon,Alexander McCall Smith
732,2018-11-23,A SPARK OF LIGHT,13,7,6,"The lives of patients, doctors and activists intersect when a gunman holds them all hostage in a woman's health center in Mississippi.",Ballantine,Jodi Picoult
733,2018-11-23,WHERE THE CRAWDADS SING,14,10,10,"In a quiet town on the North Carolina coast in 1969, a woman who survived alone in the marsh becomes a murder suspect.",Putnam,Delia Owens
734,2018-11-23,HEADS YOU WIN,15,0,1,"When his father is assassinated by the K.G.B., Alexander Karpenko makes an irreversible choice based on a coin toss.",St. Martin's,Jeffrey Archer
735,2018-11-16,ELEVATION,1,0,1,A man who is losing weight without getting thinner forms an unlikely alliance with his neighbors who are dealing with prejudices.,Scribner,Stephen King
736,2018-11-16,THE RECKONING,2,1,2,A decorated World War II veteran shoots and kills a pastor inside a Mississippi church.,Doubleday,John Grisham
737,2018-11-16,DARK SACRED NIGHT,3,0,1,"Detective Renée Ballard teams up with the retired detective Harry Bosch, who is working on a cold case.","Little, Brown",Michael Connelly
738,2018-11-16,EVERY BREATH,4,2,3,Difficult choices surface when Hope Anderson and Tru Walls meet in a North Carolina seaside town.,Grand Central,Nicholas Sparks
739,2018-11-16,UNSHELTERED,5,4,3,"Intertwined stories of two families who live in different centuries on the same street corner in Vineland, N.J.",Harper,Barbara Kingsolver
740,2018-11-16,THE NEXT PERSON YOU MEET IN HEAVEN,6,3,4,"The sequel to ""The Five People You Meet in Heaven"" follows Annie on her heavenly journey.",Harper,Mitch Albom
741,2018-11-16,A SPARK OF LIGHT,7,5,5,"The lives of patients, doctors and activists intersect when a gunman holds them all hostage in a woman's health center in Mississippi.",Ballantine,Jodi Picoult
742,2018-11-16,AMBUSH,8,6,4,Michael Bennett discovers that an assassin is targeting him and his family.,"Little, Brown",James Patterson and James O Born
743,2018-11-16,HOLY GHOST,9,7,4,Virgil Flowers investigates shootings in a Minnesota town following an attempt to revive its ailing economy.,Putnam,John Sandford
744,2018-11-16,WHERE THE CRAWDADS SING,10,10,9,"In a quiet town on the North Carolina coast in 1969, a woman who survived alone in the marsh becomes a murder suspect.",Putnam,Delia Owens
745,2018-11-16,THE CLOCKMAKER'S DAUGHTER,11,11,4,A century-old mystery at the Birchwood Manor on the Thames connects the lives of an archivist and artist.,Atria,Kate Morton
746,2018-11-16,THE WITCH ELM,12,8,4,"After Toby Hennessy retreats to his family’s ancestral home, a skull discovered in the backyard exposes his family's past.",Viking,Tana French
747,2018-11-16,VINCE FLYNN: RED WAR,13,9,6,"When the Russian prime minister plots to invade the Baltics, only Mitch Rapp can stop him.",Emily Bestler/Atria,Kyle Mills
748,2018-11-16,WINTER IN PARADISE,14,12,4,Irene Steele uncovers her husband’s secret life on a Caribbean island following his death.,"Little, Brown",Elin Hilderbrand
749,2018-11-16,ALICE ISN'T DEAD,15,0,1,Keisha Taylor takes a job as a long-haul truck driver to search for her missing wife.,Harper Perennial,Joseph Fink
750,2018-11-09,THE RECKONING,1,0,1,A decorated World War II veteran shoots and kills a pastor inside a Mississippi church.,Doubleday,John Grisham
751,2018-11-09,EVERY BREATH,2,1,2,Difficult choices surface when Hope Anderson and Tru Walls meet in a North Carolina seaside town.,Grand Central,Nicholas Sparks
752,2018-11-09,THE NEXT PERSON YOU MEET IN HEAVEN,3,2,3,"The sequel to ""The Five People You Meet in Heaven"" follows Annie on her heavenly journey.",Harper,Mitch Albom
753,2018-11-09,UNSHELTERED,4,3,2,"Intertwined stories of two families who live in different centuries on the same street corner in Vineland, N.J.",Harper,Barbara Kingsolver
754,2018-11-09,A SPARK OF LIGHT,5,4,4,"The lives of patients, doctors and activists intersect when a gunman holds them all hostage in a woman's health center in Mississippi.",Ballantine,Jodi Picoult
755,2018-11-09,AMBUSH,6,5,3,Michael Bennett discovers that an assassin is targeting him and his family.,"Little, Brown",James Patterson and James O Born
756,2018-11-09,HOLY GHOST,7,6,3,Virgil Flowers investigates shootings in a Minnesota town following an attempt to revive its ailing economy.,Putnam,John Sandford
757,2018-11-09,THE WITCH ELM,8,7,3,"After Toby Hennessy retreats to his family’s ancestral home, a skull discovered in the backyard exposes his family's past.",Viking,Tana French
758,2018-11-09,VINCE FLYNN: RED WAR,9,8,5,"When the Russian prime minister plots to invade the Baltics, only Mitch Rapp can stop him.",Emily Bestler/Atria,Kyle Mills
759,2018-11-09,WHERE THE CRAWDADS SING,10,11,8,"In a quiet town on the North Carolina coast in 1969, a woman who survived alone in the marsh becomes a murder suspect.",Putnam,Delia Owens
760,2018-11-09,THE CLOCKMAKER'S DAUGHTER,11,12,3,A century-old mystery at the Birchwood Manor on the Thames connects the lives of an archivist and artist.,Atria,Kate Morton
761,2018-11-09,WINTER IN PARADISE,12,9,3,Irene Steele uncovers her husband’s secret life on a Caribbean island following his death.,"Little, Brown",Elin Hilderbrand
762,2018-11-09,ALASKAN HOLIDAY,13,14,4,"A Seattleite cook stuck in remote Ponder, Alaska, grapples with her feelings for the local swordsmith.",Ballantine,Debbie Macomber
763,2018-11-09,KILLING COMMENDATORE,14,15,3,The discovery of an unseen work in an artist’s attic unleashes a series of bizarre occurrences that a painter must navigate.,Knopf,Haruki Murakami
764,2018-11-09,THE FOX,15,0,1,A young British hacker's skills are used for risky espionage operations.,Putnam,Frederick Forsyth
765,2018-11-02,EVERY BREATH,1,0,1,Difficult choices surface when Hope Anderson and Tru Walls meet in a North Carolina seaside town.,Grand Central,Nicholas Sparks
766,2018-11-02,THE NEXT PERSON YOU MEET IN HEAVEN,2,1,2,"The sequel to ""The Five People You Meet in Heaven"" follows Annie on her heavenly journey.",Harper,Mitch Albom
767,2018-11-02,UNSHELTERED,3,0,1,"Intertwined stories of two families who live in different centuries on the same street corner in Vineland, N.J.",Harper,Barbara Kingsolver
768,2018-11-02,A SPARK OF LIGHT,4,6,3,"The lives of patients, doctors and activists intersect when a gunman holds them all hostage in a woman's health center in Mississippi.",Ballantine,Jodi Picoult
769,2018-11-02,AMBUSH,5,4,2,Michael Bennett discovers that an assassin is targeting him and his family.,"Little, Brown",James Patterson and James O Born
770,2018-11-02,HOLY GHOST,6,2,2,Virgil Flowers investigates shootings in a Minnesota town following an attempt to revive its ailing economy.,Putnam,John Sandford
771,2018-11-02,THE WITCH ELM,7,7,2,"After Toby Hennessy retreats to his family’s ancestral home, a skull discovered in the backyard exposes his family's past.",Viking,Tana French
772,2018-11-02,VINCE FLYNN: RED WAR,8,9,4,"When the Russian prime minister plots to invade the Baltics, only Mitch Rapp can stop him.",Emily Bestler/Atria,Kyle Mills
773,2018-11-02,WINTER IN PARADISE,9,5,2,Irene Steele uncovers her husband’s secret life on a Caribbean island following his death.,"Little, Brown",Elin Hilderbrand
774,2018-11-02,WHEN WE WERE YOUNG,10,0,1,The reality of Noah and Emily Carter’s marriage is different from the one curated for their social media followers.,Howard,Karen Kingsbury
775,2018-11-02,WHERE THE CRAWDADS SING,11,10,7,"In a quiet town on the North Carolina coast in 1969, a woman who survived alone in the marsh becomes a murder suspect.",Putnam,Delia Owens
776,2018-11-02,THE CLOCKMAKER'S DAUGHTER,12,3,2,A century-old mystery at the Birchwood Manor on the Thames connects the lives of an archivist and artist.,Atria,Kate Morton
777,2018-11-02,DESPERATE MEASURES,13,0,1,The 47th book in the Stone Barrington series.,Putnam,Stuart Woods
778,2018-11-02,ALASKAN HOLIDAY,14,11,3,"A Seattleite cook stuck in remote Ponder, Alaska, grapples with her feelings for the local swordsmith.",Ballantine,Debbie Macomber
779,2018-11-02,KILLING COMMENDATORE,15,8,2,The discovery of an unseen work in an artist’s attic unleashes a series of bizarre occurrences that a painter must navigate.,Knopf,Haruki Murakami
780,2018-10-26,THE NEXT PERSON YOU MEET IN HEAVEN,1,0,1,"The sequel to ""The Five People You Meet in Heaven"" follows Annie on her heavenly journey.",Harper,Mitch Albom
781,2018-10-26,HOLY GHOST,2,0,1,Virgil Flowers investigates shootings in a Minnesota town following an attempt to revive its ailing economy.,Putnam,John Sandford
782,2018-10-26,THE CLOCKMAKER'S DAUGHTER,3,0,1,A century-old mystery at the Birchwood Manor on the Thames connects the lives of an archivist and artist.,Atria,Kate Morton
783,2018-10-26,AMBUSH,4,0,1,Michael Bennett discovers that an assassin is targeting him and his family.,"Little, Brown",James Patterson and James O Born
784,2018-10-26,WINTER IN PARADISE,5,0,1,Irene Steele uncovers her husband’s secret life on a Caribbean island following his death.,"Little, Brown",Elin Hilderbrand
785,2018-10-26,A SPARK OF LIGHT,6,1,2,"The lives of patients, doctors and activists intersect when a gunman holds them all hostage in a woman's health center in Mississippi.",Ballantine,Jodi Picoult
786,2018-10-26,THE WITCH ELM,7,0,1,"After Toby Hennessy retreats to his family’s ancestral home, a skull discovered in the backyard exposes his family's past.",Viking,Tana French
787,2018-10-26,KILLING COMMENDATORE,8,0,1,The discovery of an unseen work in an artist’s attic unleashes a series of bizarre occurrences that a painter must navigate.,Knopf,Haruki Murakami
788,2018-10-26,VINCE FLYNN: RED WAR,9,2,3,"When the Russian prime minister plots to invade the Baltics, only Mitch Rapp can stop him.",Emily Bestler/Atria,Kyle Mills
789,2018-10-26,WHERE THE CRAWDADS SING,10,8,6,"In a quiet town on the North Carolina coast in 1969, a woman who survived alone in the marsh becomes a murder suspect.",Putnam,Delia Owens
790,2018-10-26,ALASKAN HOLIDAY,11,4,2,"A Seattleite cook stuck in remote Ponder, Alaska, grapples with her feelings for the local swordsmith.",Ballantine,Debbie Macomber
791,2018-10-26,LETHAL WHITE,12,7,4,"The fourth book in the Cormoran Strike series. Detectives Strike and Ellacott investigate a crime a young man may have witnessed as a child; by J. K. Rowling, writing pseudonymously.","Mulholland/Little, Brown",Robert Galbraith
792,2018-10-26,JUROR #3,13,6,5,Ruby Bozarth defends a college football star charged in a felony case complicated by a second murder.,"Little, Brown",James Patterson and Nancy Allen
793,2018-10-26,AN ABSOLUTELY REMARKABLE THING,14,3,3,"After posting a video that goes viral, April May must deal with the pressures of becoming an internet sensation.",Dutton,Hank Green
794,2018-10-26,THE FLAME,15,0,1,"The poet and musician’s final work, filled with poems, lyrics, notebook excerpts and drawings.","Farrar, Straus & Giroux",Leonard Cohen
